"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"12/01/2015 18:00:00 - 12/01/2015 19:00:00","BZN|CH","Without sequence","46.95","",""
"12/01/2015 19:00:00 - 12/01/2015 20:00:00","BZN|CH","Without sequence","46.42","",""
"12/01/2015 20:00:00 - 12/01/2015 21:00:00","BZN|CH","Without sequence","42.68","",""
"12/01/2015 21:00:00 - 12/01/2015 22:00:00","BZN|CH","Without sequence","43.97","",""
"12/01/2015 22:00:00 - 12/01/2015 23:00:00","BZN|CH","Without sequence","45.27","",""
"12/01/2015 23:00:00 - 13/01/2015 00:00:00","BZN|CH","Without sequence","41.93","",""
"13/01/2015 00:00:00 - 13/01/2015 01:00:00","BZN|CH","Without sequence","40.88","",""
"13/01/2015 01:00:00 - 13/01/2015 02:00:00","BZN|CH","Without sequence","37.99","",""
"13/01/2015 02:00:00 - 13/01/2015 03:00:00","BZN|CH","Without sequence","37.02","",""
"13/01/2015 03:00:00 - 13/01/2015 04:00:00","BZN|CH","Without sequence","36.57","",""
"13/01/2015 04:00:00 - 13/01/2015 05:00:00","BZN|CH","Without sequence","36.54","",""
"13/01/2015 05:00:00 - 13/01/2015 06:00:00","BZN|CH","Without sequence","41.0","",""
"13/01/2015 06:00:00 - 13/01/2015 07:00:00","BZN|CH","Without sequence","43.92","",""
"13/01/2015 07:00:00 - 13/01/2015 08:00:00","BZN|CH","Without sequence","47.97","",""
"13/01/2015 08:00:00 - 13/01/2015 09:00:00","BZN|CH","Without sequence","48.6","",""
"13/01/2015 09:00:00 - 13/01/2015 10:00:00","BZN|CH","Without sequence","48.05","",""
"13/01/2015 10:00:00 - 13/01/2015 11:00:00","BZN|CH","Without sequence","46.92","",""
"13/01/2015 11:00:00 - 13/01/2015 12:00:00","BZN|CH","Without sequence","46.91","",""
"13/01/2015 12:00:00 - 13/01/2015 13:00:00","BZN|CH","Without sequence","46.23","",""
"13/01/2015 13:00:00 - 13/01/2015 14:00:00","BZN|CH","Without sequence","46.94","",""
"13/01/2015 14:00:00 - 13/01/2015 15:00:00","BZN|CH","Without sequence","46.9","",""
"13/01/2015 15:00:00 - 13/01/2015 16:00:00","BZN|CH","Without sequence","46.07","",""
"13/01/2015 16:00:00 - 13/01/2015 17:00:00","BZN|CH","Without sequence","46.63","",""
"13/01/2015 17:00:00 - 13/01/2015 18:00:00","BZN|CH","Without sequence","45.98","",""
"13/01/2015 18:00:00 - 13/01/2015 19:00:00","BZN|CH","Without sequence","47.98","",""
"13/01/2015 19:00:00 - 13/01/2015 20:00:00","BZN|CH","Without sequence","47.01","",""
"13/01/2015 20:00:00 - 13/01/2015 21:00:00","BZN|CH","Without sequence","42.98","",""
"13/01/2015 21:00:00 - 13/01/2015 22:00:00","BZN|CH","Without sequence","43.3","",""
"13/01/2015 22:00:00 - 13/01/2015 23:00:00","BZN|CH","Without sequence","44.3","",""
"13/01/2015 23:00:00 - 14/01/2015 00:00:00","BZN|CH","Without sequence","37.92","",""
"14/01/2015 00:00:00 - 14/01/2015 01:00:00","BZN|CH","Without sequence","42.01","",""
"14/01/2015 01:00:00 - 14/01/2015 02:00:00","BZN|CH","Without sequence","40.04","",""
"14/01/2015 02:00:00 - 14/01/2015 03:00:00","BZN|CH","Without sequence","39.15","",""
"14/01/2015 03:00:00 - 14/01/2015 04:00:00","BZN|CH","Without sequence","39.58","",""
"14/01/2015 04:00:00 - 14/01/2015 05:00:00","BZN|CH","Without sequence","39.57","",""
"14/01/2015 05:00:00 - 14/01/2015 06:00:00","BZN|CH","Without sequence","42.0","",""
"14/01/2015 06:00:00 - 14/01/2015 07:00:00","BZN|CH","Without sequence","44.62","",""
"14/01/2015 07:00:00 - 14/01/2015 08:00:00","BZN|CH","Without sequence","46.93","",""
"14/01/2015 08:00:00 - 14/01/2015 09:00:00","BZN|CH","Without sequence","49.97","",""
"14/01/2015 09:00:00 - 14/01/2015 10:00:00","BZN|CH","Without sequence","49.94","",""
"14/01/2015 10:00:00 - 14/01/2015 11:00:00","BZN|CH","Without sequence","49.64","",""
"14/01/2015 11:00:00 - 14/01/2015 12:00:00","BZN|CH","Without sequence","49.49","",""
"14/01/2015 12:00:00 - 14/01/2015 13:00:00","BZN|CH","Without sequence","47.12","",""
"14/01/2015 13:00:00 - 14/01/2015 14:00:00","BZN|CH","Without sequence","46.91","",""
"14/01/2015 14:00:00 - 14/01/2015 15:00:00","BZN|CH","Without sequence","47.11","",""
"14/01/2015 15:00:00 - 14/01/2015 16:00:00","BZN|CH","Without sequence","46.96","",""
"14/01/2015 16:00:00 - 14/01/2015 17:00:00","BZN|CH","Without sequence","46.98","",""
"14/01/2015 17:00:00 - 14/01/2015 18:00:00","BZN|CH","Without sequence","48.45","",""
"14/01/2015 18:00:00 - 14/01/2015 19:00:00","BZN|CH","Without sequence","49.99","",""
"14/01/2015 19:00:00 - 14/01/2015 20:00:00","BZN|CH","Without sequence","48.56","",""
"14/01/2015 20:00:00 - 14/01/2015 21:00:00","BZN|CH","Without sequence","44.95","",""
"14/01/2015 21:00:00 - 14/01/2015 22:00:00","BZN|CH","Without sequence","44.68","",""
"14/01/2015 22:00:00 - 14/01/2015 23:00:00","BZN|CH","Without sequence","45.09","",""
"14/01/2015 23:00:00 - 15/01/2015 00:00:00","BZN|CH","Without sequence","41.95","",""
"15/01/2015 00:00:00 - 15/01/2015 01:00:00","BZN|CH","Without sequence","35.1","",""
"15/01/2015 01:00:00 - 15/01/2015 02:00:00","BZN|CH","Without sequence","35.1","",""
"15/01/2015 02:00:00 - 15/01/2015 03:00:00","BZN|CH","Without sequence","35.03","",""
"15/01/2015 03:00:00 - 15/01/2015 04:00:00","BZN|CH","Without sequence","35.05","",""
"15/01/2015 04:00:00 - 15/01/2015 05:00:00","BZN|CH","Without sequence","35.06","",""
"15/01/2015 05:00:00 - 15/01/2015 06:00:00","BZN|CH","Without sequence","42.03","",""
"15/01/2015 06:00:00 - 15/01/2015 07:00:00","BZN|CH","Without sequence","45.06","",""
"15/01/2015 07:00:00 - 15/01/2015 08:00:00","BZN|CH","Without sequence","46.0","",""
"15/01/2015 08:00:00 - 15/01/2015 09:00:00","BZN|CH","Without sequence","46.08","",""
"15/01/2015 09:00:00 - 15/01/2015 10:00:00","BZN|CH","Without sequence","46.08","",""
"15/01/2015 10:00:00 - 15/01/2015 11:00:00","BZN|CH","Without sequence","46.08","",""
"15/01/2015 11:00:00 - 15/01/2015 12:00:00","BZN|CH","Without sequence","46.4","",""
"15/01/2015 12:00:00 - 15/01/2015 13:00:00","BZN|CH","Without sequence","46.44","",""
"15/01/2015 13:00:00 - 15/01/2015 14:00:00","BZN|CH","Without sequence","46.29","",""
"15/01/2015 14:00:00 - 15/01/2015 15:00:00","BZN|CH","Without sequence","46.17","",""
"15/01/2015 15:00:00 - 15/01/2015 16:00:00","BZN|CH","Without sequence","46.07","",""
"15/01/2015 16:00:00 - 15/01/2015 17:00:00","BZN|CH","Without sequence","46.1","",""
"15/01/2015 17:00:00 - 15/01/2015 18:00:00","BZN|CH","Without sequence","46.09","",""
"15/01/2015 18:00:00 - 15/01/2015 19:00:00","BZN|CH","Without sequence","47.37","",""
"15/01/2015 19:00:00 - 15/01/2015 20:00:00","BZN|CH","Without sequence","46.04","",""
"15/01/2015 20:00:00 - 15/01/2015 21:00:00","BZN|CH","Without sequence","45.95","",""
"15/01/2015 21:00:00 - 15/01/2015 22:00:00","BZN|CH","Without sequence","45.88","",""
"15/01/2015 22:00:00 - 15/01/2015 23:00:00","BZN|CH","Without sequence","45.79","",""
"15/01/2015 23:00:00 - 16/01/2015 00:00:00","BZN|CH","Without sequence","41.91","",""
"16/01/2015 00:00:00 - 16/01/2015 01:00:00","BZN|CH","Without sequence","40.03","",""
"16/01/2015 01:00:00 - 16/01/2015 02:00:00","BZN|CH","Without sequence","37.1","",""
"16/01/2015 02:00:00 - 16/01/2015 03:00:00","BZN|CH","Without sequence","37.06","",""
"16/01/2015 03:00:00 - 16/01/2015 04:00:00","BZN|CH","Without sequence","37.0","",""
"16/01/2015 04:00:00 - 16/01/2015 05:00:00","BZN|CH","Without sequence","37.02","",""
"16/01/2015 05:00:00 - 16/01/2015 06:00:00","BZN|CH","Without sequence","39.72","",""
"16/01/2015 06:00:00 - 16/01/2015 07:00:00","BZN|CH","Without sequence","45.97","",""
"16/01/2015 07:00:00 - 16/01/2015 08:00:00","BZN|CH","Without sequence","48.94","",""
"16/01/2015 08:00:00 - 16/01/2015 09:00:00","BZN|CH","Without sequence","50.01","",""
"16/01/2015 09:00:00 - 16/01/2015 10:00:00","BZN|CH","Without sequence","49.46","",""
"16/01/2015 10:00:00 - 16/01/2015 11:00:00","BZN|CH","Without sequence","48.75","",""
"16/01/2015 11:00:00 - 16/01/2015 12:00:00","BZN|CH","Without sequence","48.96","",""
"16/01/2015 12:00:00 - 16/01/2015 13:00:00","BZN|CH","Without sequence","48.96","",""
"16/01/2015 13:00:00 - 16/01/2015 14:00:00","BZN|CH","Without sequence","48.93","",""
"16/01/2015 14:00:00 - 16/01/2015 15:00:00","BZN|CH","Without sequence","48.47","",""
"16/01/2015 15:00:00 - 16/01/2015 16:00:00","BZN|CH","Without sequence","48.4","",""
"16/01/2015 16:00:00 - 16/01/2015 17:00:00","BZN|CH","Without sequence","48.09","",""
"16/01/2015 17:00:00 - 16/01/2015 18:00:00","BZN|CH","Without sequence","53.25","",""
"16/01/2015 18:00:00 - 16/01/2015 19:00:00","BZN|CH","Without sequence","53.58","",""
"16/01/2015 19:00:00 - 16/01/2015 20:00:00","BZN|CH","Without sequence","50.98","",""
"16/01/2015 20:00:00 - 16/01/2015 21:00:00","BZN|CH","Without sequence","47.34","",""
"16/01/2015 21:00:00 - 16/01/2015 22:00:00","BZN|CH","Without sequence","45.98","",""
"16/01/2015 22:00:00 - 16/01/2015 23:00:00","BZN|CH","Without sequence","45.95","",""
"16/01/2015 23:00:00 - 17/01/2015 00:00:00","BZN|CH","Without sequence","38.1","",""
"17/01/2015 00:00:00 - 17/01/2015 01:00:00","BZN|CH","Without sequence","42.0","",""
"17/01/2015 01:00:00 - 17/01/2015 02:00:00","BZN|CH","Without sequence","40.34","",""
"17/01/2015 02:00:00 - 17/01/2015 03:00:00","BZN|CH","Without sequence","37.09","",""
"17/01/2015 03:00:00 - 17/01/2015 04:00:00","BZN|CH","Without sequence","36.86","",""
"17/01/2015 04:00:00 - 17/01/2015 05:00:00","BZN|CH","Without sequence","33.89","",""
"17/01/2015 05:00:00 - 17/01/2015 06:00:00","BZN|CH","Without sequence","36.2","",""
"17/01/2015 06:00:00 - 17/01/2015 07:00:00","BZN|CH","Without sequence","37.06","",""
"17/01/2015 07:00:00 - 17/01/2015 08:00:00","BZN|CH","Without sequence","42.1","",""
"17/01/2015 08:00:00 - 17/01/2015 09:00:00","BZN|CH","Without sequence","45.0","",""
"17/01/2015 09:00:00 - 17/01/2015 10:00:00","BZN|CH","Without sequence","45.94","",""
"17/01/2015 10:00:00 - 17/01/2015 11:00:00","BZN|CH","Without sequence","46.25","",""
"17/01/2015 11:00:00 - 17/01/2015 12:00:00","BZN|CH","Without sequence","45.03","",""
"17/01/2015 12:00:00 - 17/01/2015 13:00:00","BZN|CH","Without sequence","41.06","",""
"17/01/2015 13:00:00 - 17/01/2015 14:00:00","BZN|CH","Without sequence","40.01","",""
"17/01/2015 14:00:00 - 17/01/2015 15:00:00","BZN|CH","Without sequence","40.03","",""
"17/01/2015 15:00:00 - 17/01/2015 16:00:00","BZN|CH","Without sequence","45.82","",""
"17/01/2015 16:00:00 - 17/01/2015 17:00:00","BZN|CH","Without sequence","47.0","",""
"17/01/2015 17:00:00 - 17/01/2015 18:00:00","BZN|CH","Without sequence","48.99","",""
"17/01/2015 18:00:00 - 17/01/2015 19:00:00","BZN|CH","Without sequence","50.03","",""
"17/01/2015 19:00:00 - 17/01/2015 20:00:00","BZN|CH","Without sequence","48.99","",""
"17/01/2015 20:00:00 - 17/01/2015 21:00:00","BZN|CH","Without sequence","46.04","",""
"17/01/2015 21:00:00 - 17/01/2015 22:00:00","BZN|CH","Without sequence","45.92","",""
"17/01/2015 22:00:00 - 17/01/2015 23:00:00","BZN|CH","Without sequence","45.29","",""
"17/01/2015 23:00:00 - 18/01/2015 00:00:00","BZN|CH","Without sequence","42.01","",""
"18/01/2015 00:00:00 - 18/01/2015 01:00:00","BZN|CH","Without sequence","38.49","",""
"18/01/2015 01:00:00 - 18/01/2015 02:00:00","BZN|CH","Without sequence","34.24","",""
"18/01/2015 02:00:00 - 18/01/2015 03:00:00","BZN|CH","Without sequence","30.46","",""
"18/01/2015 03:00:00 - 18/01/2015 04:00:00","BZN|CH","Without sequence","31.32","",""
"18/01/2015 04:00:00 - 18/01/2015 05:00:00","BZN|CH","Without sequence","27.31","",""
"18/01/2015 05:00:00 - 18/01/2015 06:00:00","BZN|CH","Without sequence","31.96","",""
"18/01/2015 06:00:00 - 18/01/2015 07:00:00","BZN|CH","Without sequence","30.6","",""
"18/01/2015 07:00:00 - 18/01/2015 08:00:00","BZN|CH","Without sequence","31.66","",""
"18/01/2015 08:00:00 - 18/01/2015 09:00:00","BZN|CH","Without sequence","36.11","",""
"18/01/2015 09:00:00 - 18/01/2015 10:00:00","BZN|CH","Without sequence","38.31","",""
"18/01/2015 10:00:00 - 18/01/2015 11:00:00","BZN|CH","Without sequence","38.49","",""
"18/01/2015 11:00:00 - 18/01/2015 12:00:00","BZN|CH","Without sequence","38.52","",""
"18/01/2015 12:00:00 - 18/01/2015 13:00:00","BZN|CH","Without sequence","41.85","",""
"18/01/2015 13:00:00 - 18/01/2015 14:00:00","BZN|CH","Without sequence","38.13","",""
"18/01/2015 14:00:00 - 18/01/2015 15:00:00","BZN|CH","Without sequence","35.35","",""
"18/01/2015 15:00:00 - 18/01/2015 16:00:00","BZN|CH","Without sequence","37.06","",""
"18/01/2015 16:00:00 - 18/01/2015 17:00:00","BZN|CH","Without sequence","38.5","",""
"18/01/2015 17:00:00 - 18/01/2015 18:00:00","BZN|CH","Without sequence","44.77","",""
"18/01/2015 18:00:00 - 18/01/2015 19:00:00","BZN|CH","Without sequence","47.91","",""
"18/01/2015 19:00:00 - 18/01/2015 20:00:00","BZN|CH","Without sequence","47.91","",""
"18/01/2015 20:00:00 - 18/01/2015 21:00:00","BZN|CH","Without sequence","47.79","",""
"18/01/2015 21:00:00 - 18/01/2015 22:00:00","BZN|CH","Without sequence","44.53","",""
"18/01/2015 22:00:00 - 18/01/2015 23:00:00","BZN|CH","Without sequence","44.58","",""
"18/01/2015 23:00:00 - 19/01/2015 00:00:00","BZN|CH","Without sequence","44.37","",""
"19/01/2015 00:00:00 - 19/01/2015 01:00:00","BZN|CH","Without sequence","39.16","",""
"19/01/2015 01:00:00 - 19/01/2015 02:00:00","BZN|CH","Without sequence","37.1","",""
"19/01/2015 02:00:00 - 19/01/2015 03:00:00","BZN|CH","Without sequence","33.72","",""
"19/01/2015 03:00:00 - 19/01/2015 04:00:00","BZN|CH","Without sequence","36.51","",""
"19/01/2015 04:00:00 - 19/01/2015 05:00:00","BZN|CH","Without sequence","37.06","",""
"19/01/2015 05:00:00 - 19/01/2015 06:00:00","BZN|CH","Without sequence","42.61","",""
"19/01/2015 06:00:00 - 19/01/2015 07:00:00","BZN|CH","Without sequence","48.07","",""
"19/01/2015 07:00:00 - 19/01/2015 08:00:00","BZN|CH","Without sequence","53.59","",""
"19/01/2015 08:00:00 - 19/01/2015 09:00:00","BZN|CH","Without sequence","56.26","",""
"19/01/2015 09:00:00 - 19/01/2015 10:00:00","BZN|CH","Without sequence","55.14","",""
"19/01/2015 10:00:00 - 19/01/2015 11:00:00","BZN|CH","Without sequence","54.6","",""
"19/01/2015 11:00:00 - 19/01/2015 12:00:00","BZN|CH","Without sequence","54.59","",""
"19/01/2015 12:00:00 - 19/01/2015 13:00:00","BZN|CH","Without sequence","52.9","",""
"19/01/2015 13:00:00 - 19/01/2015 14:00:00","BZN|CH","Without sequence","51.97","",""
"19/01/2015 14:00:00 - 19/01/2015 15:00:00","BZN|CH","Without sequence","52.0","",""
"19/01/2015 15:00:00 - 19/01/2015 16:00:00","BZN|CH","Without sequence","51.79","",""
"19/01/2015 16:00:00 - 19/01/2015 17:00:00","BZN|CH","Without sequence","52.07","",""
"19/01/2015 17:00:00 - 19/01/2015 18:00:00","BZN|CH","Without sequence","56.91","",""
"19/01/2015 18:00:00 - 19/01/2015 19:00:00","BZN|CH","Without sequence","62.6","",""
"19/01/2015 19:00:00 - 19/01/2015 20:00:00","BZN|CH","Without sequence","55.62","",""
"19/01/2015 20:00:00 - 19/01/2015 21:00:00","BZN|CH","Without sequence","52.81","",""
"19/01/2015 21:00:00 - 19/01/2015 22:00:00","BZN|CH","Without sequence","49.93","",""
"19/01/2015 22:00:00 - 19/01/2015 23:00:00","BZN|CH","Without sequence","49.99","",""
"19/01/2015 23:00:00 - 20/01/2015 00:00:00","BZN|CH","Without sequence","49.56","",""
"20/01/2015 00:00:00 - 20/01/2015 01:00:00","BZN|CH","Without sequence","43.24","",""
"20/01/2015 01:00:00 - 20/01/2015 02:00:00","BZN|CH","Without sequence","40.58","",""
"20/01/2015 02:00:00 - 20/01/2015 03:00:00","BZN|CH","Without sequence","40.04","",""
"20/01/2015 03:00:00 - 20/01/2015 04:00:00","BZN|CH","Without sequence","38.24","",""
"20/01/2015 04:00:00 - 20/01/2015 05:00:00","BZN|CH","Without sequence","37.05","",""
"20/01/2015 05:00:00 - 20/01/2015 06:00:00","BZN|CH","Without sequence","39.79","",""
"20/01/2015 06:00:00 - 20/01/2015 07:00:00","BZN|CH","Without sequence","47.6","",""
"20/01/2015 07:00:00 - 20/01/2015 08:00:00","BZN|CH","Without sequence","53.61","",""
"20/01/2015 08:00:00 - 20/01/2015 09:00:00","BZN|CH","Without sequence","59.1","",""
"20/01/2015 09:00:00 - 20/01/2015 10:00:00","BZN|CH","Without sequence","57.16","",""
"20/01/2015 10:00:00 - 20/01/2015 11:00:00","BZN|CH","Without sequence","56.54","",""
"20/01/2015 11:00:00 - 20/01/2015 12:00:00","BZN|CH","Without sequence","54.03","",""
"20/01/2015 12:00:00 - 20/01/2015 13:00:00","BZN|CH","Without sequence","51.62","",""
"20/01/2015 13:00:00 - 20/01/2015 14:00:00","BZN|CH","Without sequence","51.22","",""
"20/01/2015 14:00:00 - 20/01/2015 15:00:00","BZN|CH","Without sequence","51.28","",""
"20/01/2015 15:00:00 - 20/01/2015 16:00:00","BZN|CH","Without sequence","50.15","",""
"20/01/2015 16:00:00 - 20/01/2015 17:00:00","BZN|CH","Without sequence","51.21","",""
"20/01/2015 17:00:00 - 20/01/2015 18:00:00","BZN|CH","Without sequence","56.39","",""
"20/01/2015 18:00:00 - 20/01/2015 19:00:00","BZN|CH","Without sequence","62.41","",""
"20/01/2015 19:00:00 - 20/01/2015 20:00:00","BZN|CH","Without sequence","55.24","",""
"20/01/2015 20:00:00 - 20/01/2015 21:00:00","BZN|CH","Without sequence","51.28","",""
"20/01/2015 21:00:00 - 20/01/2015 22:00:00","BZN|CH","Without sequence","48.98","",""
"20/01/2015 22:00:00 - 20/01/2015 23:00:00","BZN|CH","Without sequence","48.79","",""
"20/01/2015 23:00:00 - 21/01/2015 00:00:00","BZN|CH","Without sequence","47.64","",""
"21/01/2015 00:00:00 - 21/01/2015 01:00:00","BZN|CH","Without sequence","45.77","",""
"21/01/2015 01:00:00 - 21/01/2015 02:00:00","BZN|CH","Without sequence","43.52","",""
"21/01/2015 02:00:00 - 21/01/2015 03:00:00","BZN|CH","Without sequence","41.82","",""
"21/01/2015 03:00:00 - 21/01/2015 04:00:00","BZN|CH","Without sequence","41.14","",""
"21/01/2015 04:00:00 - 21/01/2015 05:00:00","BZN|CH","Without sequence","40.07","",""
"21/01/2015 05:00:00 - 21/01/2015 06:00:00","BZN|CH","Without sequence","42.26","",""
"21/01/2015 06:00:00 - 21/01/2015 07:00:00","BZN|CH","Without sequence","47.64","",""
"21/01/2015 07:00:00 - 21/01/2015 08:00:00","BZN|CH","Without sequence","54.41","",""
"21/01/2015 08:00:00 - 21/01/2015 09:00:00","BZN|CH","Without sequence","58.65","",""
"21/01/2015 09:00:00 - 21/01/2015 10:00:00","BZN|CH","Without sequence","59.01","",""
"21/01/2015 10:00:00 - 21/01/2015 11:00:00","BZN|CH","Without sequence","57.61","",""
"21/01/2015 11:00:00 - 21/01/2015 12:00:00","BZN|CH","Without sequence","55.64","",""
"21/01/2015 12:00:00 - 21/01/2015 13:00:00","BZN|CH","Without sequence","52.64","",""
"21/01/2015 13:00:00 - 21/01/2015 14:00:00","BZN|CH","Without sequence","52.24","",""
"21/01/2015 14:00:00 - 21/01/2015 15:00:00","BZN|CH","Without sequence","52.06","",""
"21/01/2015 15:00:00 - 21/01/2015 16:00:00","BZN|CH","Without sequence","52.78","",""
"21/01/2015 16:00:00 - 21/01/2015 17:00:00","BZN|CH","Without sequence","52.97","",""
"21/01/2015 17:00:00 - 21/01/2015 18:00:00","BZN|CH","Without sequence","59.0","",""
"21/01/2015 18:00:00 - 21/01/2015 19:00:00","BZN|CH","Without sequence","63.97","",""
"21/01/2015 19:00:00 - 21/01/2015 20:00:00","BZN|CH","Without sequence","56.34","",""
"21/01/2015 20:00:00 - 21/01/2015 21:00:00","BZN|CH","Without sequence","51.56","",""
"21/01/2015 21:00:00 - 21/01/2015 22:00:00","BZN|CH","Without sequence","49.39","",""
"21/01/2015 22:00:00 - 21/01/2015 23:00:00","BZN|CH","Without sequence","48.06","",""
"21/01/2015 23:00:00 - 22/01/2015 00:00:00","BZN|CH","Without sequence","46.3","",""
"22/01/2015 00:00:00 - 22/01/2015 01:00:00","BZN|CH","Without sequence","42.89","",""
"22/01/2015 01:00:00 - 22/01/2015 02:00:00","BZN|CH","Without sequence","42.45","",""
"22/01/2015 02:00:00 - 22/01/2015 03:00:00","BZN|CH","Without sequence","42.11","",""
"22/01/2015 03:00:00 - 22/01/2015 04:00:00","BZN|CH","Without sequence","42.02","",""
"22/01/2015 04:00:00 - 22/01/2015 05:00:00","BZN|CH","Without sequence","39.65","",""
"22/01/2015 05:00:00 - 22/01/2015 06:00:00","BZN|CH","Without sequence","42.3","",""
"22/01/2015 06:00:00 - 22/01/2015 07:00:00","BZN|CH","Without sequence","47.94","",""
"22/01/2015 07:00:00 - 22/01/2015 08:00:00","BZN|CH","Without sequence","55.75","",""
"22/01/2015 08:00:00 - 22/01/2015 09:00:00","BZN|CH","Without sequence","60.89","",""
"22/01/2015 09:00:00 - 22/01/2015 10:00:00","BZN|CH","Without sequence","61.78","",""
"22/01/2015 10:00:00 - 22/01/2015 11:00:00","BZN|CH","Without sequence","62.85","",""
"22/01/2015 11:00:00 - 22/01/2015 12:00:00","BZN|CH","Without sequence","62.04","",""
"22/01/2015 12:00:00 - 22/01/2015 13:00:00","BZN|CH","Without sequence","55.81","",""
"22/01/2015 13:00:00 - 22/01/2015 14:00:00","BZN|CH","Without sequence","53.36","",""
"22/01/2015 14:00:00 - 22/01/2015 15:00:00","BZN|CH","Without sequence","53.44","",""
"22/01/2015 15:00:00 - 22/01/2015 16:00:00","BZN|CH","Without sequence","53.92","",""
"22/01/2015 16:00:00 - 22/01/2015 17:00:00","BZN|CH","Without sequence","53.94","",""
"22/01/2015 17:00:00 - 22/01/2015 18:00:00","BZN|CH","Without sequence","58.33","",""
"22/01/2015 18:00:00 - 22/01/2015 19:00:00","BZN|CH","Without sequence","61.8","",""
"22/01/2015 19:00:00 - 22/01/2015 20:00:00","BZN|CH","Without sequence","58.65","",""
"22/01/2015 20:00:00 - 22/01/2015 21:00:00","BZN|CH","Without sequence","51.78","",""
